unnamed: 0,station,year,month,day,rainfall,sunshine,humidity,temperature,result,result_encoded
95668,Chittagong,1996,12,7,0.0,8.3,72.0,24.0,Normal Temperature,2
95669,Chittagong,1996,12,8,0.0,8.1,72.0,21.6,Normal Temperature,2
95670,Chittagong,1996,12,9,0.0,8.3,76.0,20.5,Normal Temperature,2
95671,Chittagong,1996,12,10,0.0,7.8,75.0,20.2,Normal Temperature,2
95672,Chittagong,1996,12,11,0.0,8.5,76.0,20.3,Normal Temperature,2
95673,Chittagong,1996,12,12,0.0,7.6,77.0,20.5,Normal Temperature,2
95674,Chittagong,1996,12,13,0.0,7.6,77.0,20.1,Normal Temperature,2
95675,Chittagong,1996,12,14,0.0,9.3,79.0,20.2,Normal Temperature,2
95676,Chittagong,1996,12,15,0.0,6.6,81.0,20.2,Normal Temperature,2
95677,Chittagong,1996,12,16,0.0,7.0,78.0,19.5,Normal Temperature,2
95678,Chittagong,1996,12,17,0.0,7.1,76.0,19.1,Normal Temperature,2
95679,Chittagong,1996,12,18,0.0,7.4,78.0,19.9,Normal Temperature,2
95680,Chittagong,1996,12,19,0.0,6.7,74.0,21.4,Normal Temperature,2
95681,Chittagong,1996,12,20,0.0,7.6,68.0,22.4,Normal Temperature,2
95682,Chittagong,1996,12,21,0.0,6.5,76.0,22.2,Normal Temperature,2
95683,Chittagong,1996,12,22,0.0,7.1,76.0,21.8,Normal Temperature,2
95684,Chittagong,1996,12,23,0.0,6.6,73.0,21.1,Normal Temperature,2
95685,Chittagong,1996,12,24,0.0,6.3,76.0,20.5,Normal Temperature,2
95686,Chittagong,1996,12,25,0.0,6.5,74.0,21.8,Normal Temperature,2
95687,Chittagong,1996,12,26,0.0,6.7,76.0,22.0,Normal Temperature,2
95688,Chittagong,1996,12,27,0.0,7.3,80.0,21.8,Normal Temperature,2
95689,Chittagong,1996,12,28,0.0,5.2,78.0,20.8,Normal Temperature,2
95690,Chittagong,1996,12,29,0.0,9.8,76.0,20.1,Normal Temperature,2
95691,Chittagong,1996,12,30,0.0,9.9,77.0,20.4,Normal Temperature,2
95692,Chittagong,1996,12,31,0.0,10.0,75.0,21.4,Normal Temperature,2
95693,Chittagong,1997,1,1,0.0,9.7,75.0,21.4,Normal Temperature,2
95694,Chittagong,1997,1,2,0.0,10.0,74.0,20.8,Normal Temperature,2
95695,Chittagong,1997,1,3,0.0,8.7,73.0,20.6,Normal Temperature,2
95696,Chittagong,1997,1,4,0.0,9.8,76.0,20.3,Normal Temperature,2
95697,Chittagong,1997,1,5,0.0,8.8,74.0,20.0,Normal Temperature,2
95698,Chittagong,1997,1,6,0.0,9.6,73.0,19.4,Normal Temperature,2
95699,Chittagong,1997,1,7,0.0,10.1,75.0,19.6,Normal Temperature,2
95700,Chittagong,1997,1,8,0.0,10.0,74.0,20.3,Normal Temperature,2
95701,Chittagong,1997,1,9,0.0,5.4,73.0,20.6,Normal Temperature,2
95702,Chittagong,1997,1,10,0.0,10.1,74.0,20.4,Normal Temperature,2
95703,Chittagong,1997,1,11,0.0,9.8,73.0,20.8,Normal Temperature,2
95704,Chittagong,1997,1,12,0.0,4.0,71.0,20.5,Normal Temperature,2
95705,Chittagong,1997,1,13,0.0,9.2,70.0,20.0,Normal Temperature,2
95706,Chittagong,1997,1,14,0.0,9.4,67.0,19.7,Normal Temperature,2
95707,Chittagong,1997,1,15,0.0,8.8,62.0,20.5,Normal Temperature,2
95708,Chittagong,1997,1,16,0.0,7.1,69.0,20.2,Normal Temperature,2
95709,Chittagong,1997,1,17,0.0,7.0,79.0,19.5,Normal Temperature,2
95710,Chittagong,1997,1,18,0.0,8.9,71.0,18.7,Normal Temperature,2
95711,Chittagong,1997,1,19,0.0,10.3,69.0,18.4,Normal Temperature,2
95712,Chittagong,1997,1,20,0.0,9.8,71.0,19.1,Normal Temperature,2
95713,Chittagong,1997,1,21,0.0,0.0,83.0,16.9,Cold,0
95714,Chittagong,1997,1,22,0.0,7.8,67.0,18.7,Normal Temperature,2
95715,Chittagong,1997,1,23,0.0,9.3,68.0,16.5,Cold,0
95716,Chittagong,1997,1,24,0.0,9.0,68.0,17.5,Cold,0
95717,Chittagong,1997,1,25,0.0,9.7,68.0,17.9,Cold,0
95718,Chittagong,1997,1,26,0.0,10.1,66.0,17.3,Cold,0
95719,Chittagong,1997,1,27,0.0,9.5,72.0,17.7,Cold,0
95720,Chittagong,1997,1,28,0.0,9.8,76.0,18.5,Normal Temperature,2
95721,Chittagong,1997,1,29,0.0,9.4,70.0,19.4,Normal Temperature,2
95722,Chittagong,1997,1,30,0.0,9.3,69.0,19.1,Normal Temperature,2
95723,Chittagong,1997,1,31,0.0,4.9,73.0,19.1,Normal Temperature,2
95724,Chittagong,1997,2,1,0.0,0.1,91.0,17.1,Cold,0
95725,Chittagong,1997,2,2,27.0,9.8,72.0,19.5,Normal Temperature,2
95726,Chittagong,1997,2,3,0.0,6.2,71.0,20.8,Normal Temperature,2
95727,Chittagong,1997,2,4,0.0,0.0,84.0,19.0,Normal Temperature,2
95728,Chittagong,1997,2,5,2.0,9.4,81.0,20.7,Normal Temperature,2
95729,Chittagong,1997,2,6,0.0,9.1,79.0,21.4,Normal Temperature,2
95730,Chittagong,1997,2,7,0.0,9.7,69.0,19.8,Normal Temperature,2
95731,Chittagong,1997,2,8,0.0,10.5,63.0,17.7,Cold,0
95732,Chittagong,1997,2,9,0.0,10.4,65.0,19.1,Normal Temperature,2
95733,Chittagong,1997,2,10,0.0,10.3,69.0,20.6,Normal Temperature,2
95734,Chittagong,1997,2,11,0.0,2.8,74.0,20.6,Normal Temperature,2
95735,Chittagong,1997,2,12,3.0,10.0,75.0,21.4,Normal Temperature,2
95736,Chittagong,1997,2,13,0.0,10.4,75.0,20.0,Normal Temperature,2
95737,Chittagong,1997,2,14,0.0,10.0,74.0,20.9,Normal Temperature,2
95738,Chittagong,1997,2,15,0.0,10.7,74.0,21.8,Normal Temperature,2
95739,Chittagong,1997,2,16,0.0,10.5,82.0,22.8,Normal Temperature,2
95740,Chittagong,1997,2,17,0.0,10.5,82.0,23.4,Normal Temperature,2
95741,Chittagong,1997,2,18,0.0,10.3,84.0,24.0,Normal Temperature,2
95742,Chittagong,1997,2,19,0.0,9.5,81.0,24.3,Normal Temperature,2
95743,Chittagong,1997,2,20,0.0,7.2,77.0,23.2,Normal Temperature,2
95744,Chittagong,1997,2,21,0.0,10.5,70.0,23.3,Normal Temperature,2
95745,Chittagong,1997,2,22,0.0,8.8,67.0,22.9,Normal Temperature,2
95746,Chittagong,1997,2,23,0.0,10.1,67.0,22.6,Normal Temperature,2
95747,Chittagong,1997,2,24,0.0,10.1,66.0,21.8,Normal Temperature,2
95748,Chittagong,1997,2,25,0.0,10.5,64.0,22.1,Normal Temperature,2
95749,Chittagong,1997,2,26,0.0,9.8,71.0,22.1,Normal Temperature,2
95750,Chittagong,1997,2,27,0.0,9.4,68.0,23.1,Normal Temperature,2
95751,Chittagong,1997,2,28,0.0,10.3,74.0,23.5,Normal Temperature,2
95752,Chittagong,1997,3,1,0.0,10.2,75.0,24.7,Normal Temperature,2
95753,Chittagong,1997,3,2,0.0,10.0,76.0,24.7,Normal Temperature,2
95754,Chittagong,1997,3,3,0.0,10.5,69.0,25.3,Normal Temperature,2
95755,Chittagong,1997,3,4,0.0,10.0,74.0,25.2,Normal Temperature,2
95756,Chittagong,1997,3,5,0.0,8.5,82.0,24.2,Normal Temperature,2
95757,Chittagong,1997,3,6,0.0,9.0,71.0,25.4,Normal Temperature,2
95758,Chittagong,1997,3,7,0.0,9.1,72.0,25.9,Normal Temperature,2
95759,Chittagong,1997,3,8,0.0,10.1,80.0,25.7,Normal Temperature,2
95760,Chittagong,1997,3,9,0.0,9.1,87.0,25.5,Normal Temperature,2
95761,Chittagong,1997,3,10,0.0,8.7,86.0,25.4,Normal Temperature,2
95762,Chittagong,1997,3,11,0.0,8.1,86.0,25.6,Normal Temperature,2
95763,Chittagong,1997,3,12,0.0,8.3,86.0,25.2,Normal Temperature,2
95764,Chittagong,1997,3,13,0.0,8.2,84.0,26.0,Normal Temperature,2
95765,Chittagong,1997,3,14,0.0,8.4,81.0,26.8,Normal Temperature,2
95766,Chittagong,1997,3,15,0.0,8.7,82.0,27.1,Normal Temperature,2
95767,Chittagong,1997,3,16,0.0,8.7,81.0,27.5,Normal Temperature,2
95768,Chittagong,1997,3,17,0.0,8.2,83.0,27.5,Normal Temperature,2
95769,Chittagong,1997,3,18,0.0,5.3,85.0,25.9,Normal Temperature,2
95770,Chittagong,1997,3,19,29.0,7.7,84.0,27.2,Normal Temperature,2
95771,Chittagong,1997,3,20,0.0,7.8,83.0,27.6,Normal Temperature,2
95772,Chittagong,1997,3,21,0.0,5.6,85.0,27.2,Normal Temperature,2
95773,Chittagong,1997,3,22,25.0,0.0,87.0,22.0,Normal Temperature,2
95774,Chittagong,1997,3,23,48.0,1.1,79.0,21.5,Normal Temperature,2
95775,Chittagong,1997,3,24,7.0,5.1,79.0,25.1,Normal Temperature,2
95776,Chittagong,1997,3,25,0.0,2.0,81.0,24.0,Normal Temperature,2
95777,Chittagong,1997,3,26,0.0,6.8,75.0,24.9,Normal Temperature,2
95778,Chittagong,1997,3,27,0.0,8.5,80.0,26.0,Normal Temperature,2
95779,Chittagong,1997,3,28,0.0,9.2,84.0,26.4,Normal Temperature,2
95780,Chittagong,1997,3,29,0.0,7.8,83.0,25.8,Normal Temperature,2
95781,Chittagong,1997,3,30,0.0,0.5,79.0,24.2,Normal Temperature,2
95782,Chittagong,1997,3,31,9.0,8.8,66.0,25.0,Normal Temperature,2
95783,Chittagong,1997,4,1,0.0,8.9,80.0,25.4,Normal Temperature,2
95784,Chittagong,1997,4,2,0.0,4.2,86.0,22.7,Normal Temperature,2
95785,Chittagong,1997,4,3,11.0,3.9,76.0,26.0,Normal Temperature,2
95786,Chittagong,1997,4,4,0.0,7.3,78.0,26.4,Normal Temperature,2
95787,Chittagong,1997,4,5,0.0,0.6,85.0,25.9,Normal Temperature,2
95788,Chittagong,1997,4,6,0.0,6.7,71.0,25.3,Normal Temperature,2
95789,Chittagong,1997,4,7,0.0,5.7,70.0,24.3,Normal Temperature,2
95790,Chittagong,1997,4,8,3.0,3.4,80.0,21.5,Normal Temperature,2
95791,Chittagong,1997,4,9,16.0,8.4,73.0,25.5,Normal Temperature,2
95792,Chittagong,1997,4,10,0.0,0.0,81.0,25.9,Normal Temperature,2
95793,Chittagong,1997,4,11,0.0,9.6,79.0,25.4,Normal Temperature,2
95794,Chittagong,1997,4,12,0.0,5.2,76.0,24.2,Normal Temperature,2
95795,Chittagong,1997,4,13,0.0,11.0,76.0,26.3,Normal Temperature,2
95796,Chittagong,1997,4,14,0.0,9.8,78.0,25.9,Normal Temperature,2
95797,Chittagong,1997,4,15,0.0,7.4,79.0,24.1,Normal Temperature,2
95798,Chittagong,1997,4,16,8.0,11.5,76.0,26.8,Normal Temperature,2
95799,Chittagong,1997,4,17,0.0,9.3,74.0,27.4,Normal Temperature,2
95800,Chittagong,1997,4,18,0.0,10.2,79.0,27.5,Normal Temperature,2
95801,Chittagong,1997,4,19,0.0,10.6,78.0,27.9,Normal Temperature,2
95802,Chittagong,1997,4,20,0.0,7.3,83.0,27.7,Normal Temperature,2
95803,Chittagong,1997,4,21,0.0,10.8,76.0,28.1,Normal Temperature,2
95804,Chittagong,1997,4,22,0.0,2.9,84.0,27.0,Normal Temperature,2
95805,Chittagong,1997,4,23,0.0,7.8,70.0,26.0,Normal Temperature,2
95806,Chittagong,1997,4,24,0.0,8.9,78.0,27.0,Normal Temperature,2
95807,Chittagong,1997,4,25,0.0,10.1,79.0,27.5,Normal Temperature,2
95808,Chittagong,1997,4,26,0.0,0.0,76.0,25.2,Normal Temperature,2
95809,Chittagong,1997,4,27,1.0,2.5,75.0,26.7,Normal Temperature,2
95810,Chittagong,1997,4,28,0.0,4.6,80.0,26.3,Normal Temperature,2
95811,Chittagong,1997,4,29,1.0,8.0,80.0,27.9,Normal Temperature,2
95812,Chittagong,1997,4,30,0.0,9.5,77.0,28.8,Normal Temperature,2
95813,Chittagong,1997,5,1,0.0,10.0,78.0,29.2,Normal Temperature,2
95814,Chittagong,1997,5,2,0.0,4.1,83.0,27.9,Normal Temperature,2
95815,Chittagong,1997,5,3,4.0,10.4,78.0,29.2,Normal Temperature,2
95816,Chittagong,1997,5,4,0.0,10.3,80.0,29.3,Normal Temperature,2
95817,Chittagong,1997,5,5,0.0,9.2,80.0,28.5,Normal Temperature,2
95818,Chittagong,1997,5,6,1.0,5.5,82.0,29.1,Normal Temperature,2
95819,Chittagong,1997,5,7,0.0,1.8,80.0,28.4,Normal Temperature,2
95820,Chittagong,1997,5,8,0.0,11.4,72.0,29.6,Normal Temperature,2
95821,Chittagong,1997,5,9,0.0,11.4,77.0,29.8,Normal Temperature,2
95822,Chittagong,1997,5,10,0.0,8.0,78.0,28.8,Normal Temperature,2
95823,Chittagong,1997,5,11,0.0,9.9,79.0,29.7,Normal Temperature,2
95824,Chittagong,1997,5,12,0.0,9.5,78.0,30.0,Normal Temperature,2
95825,Chittagong,1997,5,13,0.0,10.7,79.0,30.4,Hot Temperature,1
95826,Chittagong,1997,5,14,0.0,10.7,77.0,30.3,Hot Temperature,1
95827,Chittagong,1997,5,15,0.0,10.5,78.0,30.1,Hot Temperature,1
95828,Chittagong,1997,5,16,0.0,9.4,74.0,30.6,Hot Temperature,1
95829,Chittagong,1997,5,17,0.0,7.7,74.0,30.4,Hot Temperature,1
95830,Chittagong,1997,5,18,0.0,0.1,82.0,28.2,Normal Temperature,2
95831,Chittagong,1997,5,19,6.0,0.7,89.0,25.7,Normal Temperature,2
95832,Chittagong,1997,5,20,68.0,5.1,86.0,29.0,Normal Temperature,2
95833,Chittagong,1997,5,21,2.0,8.5,86.0,29.4,Normal Temperature,2
95834,Chittagong,1997,5,22,1.0,5.9,85.0,29.5,Normal Temperature,2
95835,Chittagong,1997,5,23,0.0,0.3,83.0,27.0,Normal Temperature,2
95836,Chittagong,1997,5,24,69.0,8.5,78.0,28.9,Normal Temperature,2
95837,Chittagong,1997,5,25,3.0,9.8,78.0,28.8,Normal Temperature,2
95838,Chittagong,1997,5,26,31.0,8.2,83.0,26.3,Normal Temperature,2
95839,Chittagong,1997,5,27,17.0,0.7,86.0,24.9,Normal Temperature,2
95840,Chittagong,1997,5,28,25.0,0.0,83.0,26.2,Normal Temperature,2
95841,Chittagong,1997,5,29,40.0,2.9,80.0,27.0,Normal Temperature,2
95842,Chittagong,1997,5,30,0.0,9.5,79.0,28.6,Normal Temperature,2
95843,Chittagong,1997,5,31,0.0,8.6,83.0,29.7,Normal Temperature,2
95844,Chittagong,1997,6,1,0.0,8.4,83.0,30.1,Hot Temperature,1
95845,Chittagong,1997,6,2,0.0,7.0,84.0,27.5,Normal Temperature,2
95846,Chittagong,1997,6,3,63.0,0.6,79.0,27.3,Normal Temperature,2
95847,Chittagong,1997,6,4,3.0,0.0,82.0,29.9,Normal Temperature,2
95848,Chittagong,1997,6,5,0.0,8.7,83.0,29.7,Normal Temperature,2
95849,Chittagong,1997,6,6,20.0,0.4,84.0,25.6,Normal Temperature,2
95850,Chittagong,1997,6,7,8.0,0.9,84.0,27.9,Normal Temperature,2
95851,Chittagong,1997,6,8,0.0,2.8,88.0,25.8,Normal Temperature,2
95852,Chittagong,1997,6,9,70.0,1.2,79.0,28.0,Normal Temperature,2
95853,Chittagong,1997,6,10,0.0,2.9,83.0,29.0,Normal Temperature,2
95854,Chittagong,1997,6,11,0.0,8.0,82.0,29.2,Normal Temperature,2
95855,Chittagong,1997,6,12,0.0,7.3,80.0,28.7,Normal Temperature,2
95856,Chittagong,1997,6,13,0.0,6.8,75.0,29.0,Normal Temperature,2
95857,Chittagong,1997,6,14,1.0,3.3,83.0,27.9,Normal Temperature,2
95858,Chittagong,1997,6,15,0.0,9.4,81.0,28.9,Normal Temperature,2
95859,Chittagong,1997,6,16,0.0,3.9,81.0,29.3,Normal Temperature,2
95860,Chittagong,1997,6,17,0.0,1.6,83.0,28.6,Normal Temperature,2
95861,Chittagong,1997,6,18,0.0,2.3,80.0,28.9,Normal Temperature,2
95862,Chittagong,1997,6,19,10.0,3.4,85.0,28.4,Normal Temperature,2
95863,Chittagong,1997,6,20,46.0,0.0,92.0,25.5,Normal Temperature,2
95864,Chittagong,1997,6,21,40.0,3.8,84.0,28.3,Normal Temperature,2
95865,Chittagong,1997,6,22,0.0,8.9,84.0,29.0,Normal Temperature,2
95866,Chittagong,1997,6,23,5.0,9.1,80.0,29.2,Normal Temperature,2
95867,Chittagong,1997,6,24,1.0,7.5,82.0,29.3,Normal Temperature,2
95868,Chittagong,1997,6,25,0.0,5.6,79.0,30.0,Normal Temperature,2
95869,Chittagong,1997,6,26,0.0,5.8,74.0,29.5,Normal Temperature,2
95870,Chittagong,1997,6,27,11.0,1.3,89.0,27.5,Normal Temperature,2
95871,Chittagong,1997,6,28,71.0,7.4,86.0,29.3,Normal Temperature,2
95872,Chittagong,1997,6,29,13.0,6.1,84.0,29.8,Normal Temperature,2
95873,Chittagong,1997,6,30,63.0,1.5,88.0,28.0,Normal Temperature,2
95874,Chittagong,1997,7,1,82.0,5.6,84.0,28.4,Normal Temperature,2
95875,Chittagong,1997,7,2,0.0,1.1,91.0,27.2,Normal Temperature,2
95876,Chittagong,1997,7,3,65.0,0.0,93.0,26.3,Normal Temperature,2
95877,Chittagong,1997,7,4,61.0,3.5,92.0,27.0,Normal Temperature,2
95878,Chittagong,1997,7,5,27.0,0.7,90.0,27.3,Normal Temperature,2
95879,Chittagong,1997,7,6,40.0,4.0,88.0,27.5,Normal Temperature,2
95880,Chittagong,1997,7,7,20.0,2.1,87.0,27.8,Normal Temperature,2
95881,Chittagong,1997,7,8,6.0,0.3,91.0,27.4,Normal Temperature,2
95882,Chittagong,1997,7,9,23.0,0.0,93.0,28.1,Normal Temperature,2
95883,Chittagong,1997,7,10,24.0,0.0,97.0,26.0,Normal Temperature,2
95884,Chittagong,1997,7,11,148.0,0.0,96.0,26.9,Normal Temperature,2
95885,Chittagong,1997,7,12,190.0,0.0,96.0,26.1,Normal Temperature,2
95886,Chittagong,1997,7,13,27.0,5.9,87.0,28.6,Normal Temperature,2
95887,Chittagong,1997,7,14,0.0,0.7,88.0,29.0,Normal Temperature,2
95888,Chittagong,1997,7,15,0.0,5.7,84.0,29.5,Normal Temperature,2
95889,Chittagong,1997,7,16,0.0,4.3,84.0,29.2,Normal Temperature,2
95890,Chittagong,1997,7,17,28.0,4.1,84.0,28.5,Normal Temperature,2
95891,Chittagong,1997,7,18,0.0,1.3,88.0,27.4,Normal Temperature,2
95892,Chittagong,1997,7,19,24.0,0.0,96.0,25.9,Normal Temperature,2
95893,Chittagong,1997,7,20,81.0,0.0,95.0,25.7,Normal Temperature,2
95894,Chittagong,1997,7,21,96.0,0.0,95.0,26.3,Normal Temperature,2
95895,Chittagong,1997,7,22,38.0,3.6,89.0,27.7,Normal Temperature,2
95896,Chittagong,1997,7,23,12.0,2.6,87.0,28.7,Normal Temperature,2
95897,Chittagong,1997,7,24,0.0,9.5,84.0,29.6,Normal Temperature,2
95898,Chittagong,1997,7,25,0.0,7.7,82.0,29.7,Normal Temperature,2
95899,Chittagong,1997,7,26,0.0,9.6,81.0,29.7,Normal Temperature,2
95900,Chittagong,1997,7,27,0.0,4.8,84.0,29.1,Normal Temperature,2
95901,Chittagong,1997,7,28,24.0,6.6,82.0,29.6,Normal Temperature,2
95902,Chittagong,1997,7,29,0.0,6.5,78.0,29.9,Normal Temperature,2
95903,Chittagong,1997,7,30,1.0,4.7,87.0,27.8,Normal Temperature,2
95904,Chittagong,1997,7,31,16.0,0.0,91.0,27.3,Normal Temperature,2
95905,Chittagong,1997,8,1,58.0,0.0,95.0,26.8,Normal Temperature,2
95906,Chittagong,1997,8,2,79.0,2.0,91.0,27.8,Normal Temperature,2
95907,Chittagong,1997,8,3,49.0,8.2,85.0,29.4,Normal Temperature,2
95908,Chittagong,1997,8,4,2.0,7.7,74.0,30.2,Hot Temperature,1
95909,Chittagong,1997,8,5,0.0,2.5,84.0,27.7,Normal Temperature,2
95910,Chittagong,1997,8,6,2.0,9.7,82.0,29.1,Normal Temperature,2
95911,Chittagong,1997,8,7,0.0,5.2,87.0,28.5,Normal Temperature,2
95912,Chittagong,1997,8,8,10.0,7.7,82.0,29.4,Normal Temperature,2
95913,Chittagong,1997,8,9,0.0,0.8,85.0,29.1,Normal Temperature,2
95914,Chittagong,1997,8,10,2.0,2.4,85.0,28.3,Normal Temperature,2
95915,Chittagong,1997,8,11,10.0,8.4,86.0,29.1,Normal Temperature,2
95916,Chittagong,1997,8,12,0.0,4.9,88.0,28.1,Normal Temperature,2
95917,Chittagong,1997,8,13,17.0,0.2,91.0,27.1,Normal Temperature,2
95918,Chittagong,1997,8,14,73.0,4.4,86.0,27.7,Normal Temperature,2
95919,Chittagong,1997,8,15,0.0,3.5,86.0,28.4,Normal Temperature,2
95920,Chittagong,1997,8,16,2.0,7.8,84.0,29.1,Normal Temperature,2
95921,Chittagong,1997,8,17,0.0,2.5,87.0,29.1,Normal Temperature,2
95922,Chittagong,1997,8,18,9.0,9.7,80.0,29.6,Normal Temperature,2
95923,Chittagong,1997,8,19,0.0,8.7,78.0,28.9,Normal Temperature,2
95924,Chittagong,1997,8,20,4.0,8.4,77.0,29.6,Normal Temperature,2
95925,Chittagong,1997,8,21,0.0,10.5,77.0,29.7,Normal Temperature,2
95926,Chittagong,1997,8,22,0.0,9.1,80.0,29.6,Normal Temperature,2
95927,Chittagong,1997,8,23,0.0,8.3,80.0,29.0,Normal Temperature,2
95928,Chittagong,1997,8,24,0.0,3.4,81.0,29.5,Normal Temperature,2
95929,Chittagong,1997,8,25,5.0,3.7,88.0,29.2,Normal Temperature,2
95930,Chittagong,1997,8,26,0.0,10.5,81.0,30.0,Normal Temperature,2
95931,Chittagong,1997,8,27,1.0,8.6,86.0,29.9,Normal Temperature,2
95932,Chittagong,1997,8,28,9.0,1.5,85.0,28.2,Normal Temperature,2
95933,Chittagong,1997,8,29,22.0,2.0,91.0,27.2,Normal Temperature,2
95934,Chittagong,1997,8,30,20.0,0.8,89.0,28.3,Normal Temperature,2
95935,Chittagong,1997,8,31,20.0,0.8,89.0,28.3,Normal Temperature,2
95936,Chittagong,1997,9,1,31.0,3.0,87.0,28.1,Normal Temperature,2
95937,Chittagong,1997,9,2,1.0,5.0,84.0,29.0,Normal Temperature,2
95938,Chittagong,1997,9,3,5.0,5.1,87.0,28.2,Normal Temperature,2
95939,Chittagong,1997,9,4,37.0,6.3,88.0,28.1,Normal Temperature,2
95940,Chittagong,1997,9,5,12.0,2.3,89.0,27.4,Normal Temperature,2
95941,Chittagong,1997,9,6,152.0,0.5,94.0,26.4,Normal Temperature,2
95942,Chittagong,1997,9,7,30.0,3.8,89.0,26.5,Normal Temperature,2
95943,Chittagong,1997,9,8,9.0,9.8,82.0,27.8,Normal Temperature,2
95944,Chittagong,1997,9,9,0.0,6.3,80.0,28.8,Normal Temperature,2
95945,Chittagong,1997,9,10,0.0,10.3,77.0,29.4,Normal Temperature,2
95946,Chittagong,1997,9,11,2.0,11.1,83.0,28.9,Normal Temperature,2
95947,Chittagong,1997,9,12,14.0,1.9,88.0,27.4,Normal Temperature,2
95948,Chittagong,1997,9,13,11.0,0.8,85.0,27.1,Normal Temperature,2
95949,Chittagong,1997,9,14,30.0,6.3,85.0,28.0,Normal Temperature,2
95950,Chittagong,1997,9,15,18.0,7.1,85.0,28.4,Normal Temperature,2
95951,Chittagong,1997,9,16,11.0,9.7,81.0,29.2,Normal Temperature,2
95952,Chittagong,1997,9,17,0.0,11.4,80.0,29.7,Normal Temperature,2
95953,Chittagong,1997,9,18,7.0,4.2,84.0,29.2,Normal Temperature,2
95954,Chittagong,1997,9,19,7.0,5.1,84.0,28.9,Normal Temperature,2
95955,Chittagong,1997,9,20,0.0,3.0,83.0,29.5,Normal Temperature,2
95956,Chittagong,1997,9,21,0.0,9.8,79.0,29.8,Normal Temperature,2
95957,Chittagong,1997,9,22,0.0,7.8,80.0,29.4,Normal Temperature,2
95958,Chittagong,1997,9,23,0.0,6.0,82.0,28.6,Normal Temperature,2
95959,Chittagong,1997,9,24,0.0,9.7,79.0,30.4,Hot Temperature,1
95960,Chittagong,1997,9,25,41.0,0.0,92.0,26.4,Normal Temperature,2
95961,Chittagong,1997,9,26,4.0,0.0,95.0,25.3,Normal Temperature,2
95962,Chittagong,1997,9,27,71.0,0.0,94.0,24.8,Normal Temperature,2
95963,Chittagong,1997,9,28,24.0,8.3,84.0,28.4,Normal Temperature,2
95964,Chittagong,1997,9,29,0.0,6.1,85.0,26.6,Normal Temperature,2
95965,Chittagong,1997,9,30,13.0,1.7,88.0,25.5,Normal Temperature,2
95966,Chittagong,1997,10,1,51.0,9.1,89.0,26.4,Normal Temperature,2
95967,Chittagong,1997,10,2,71.0,9.9,82.0,27.2,Normal Temperature,2
95968,Chittagong,1997,10,3,0.0,8.9,80.0,27.8,Normal Temperature,2
95969,Chittagong,1997,10,4,0.0,10.8,78.0,28.0,Normal Temperature,2
95970,Chittagong,1997,10,5,0.0,10.9,79.0,28.4,Normal Temperature,2
95971,Chittagong,1997,10,6,0.0,0.7,80.0,29.1,Normal Temperature,2
95972,Chittagong,1997,10,7,0.0,5.4,81.0,27.9,Normal Temperature,2
95973,Chittagong,1997,10,8,0.0,0.0,92.0,25.6,Normal Temperature,2
95974,Chittagong,1997,10,9,12.0,8.8,86.0,27.4,Normal Temperature,2
95975,Chittagong,1997,10,10,0.0,9.8,82.0,28.4,Normal Temperature,2
95976,Chittagong,1997,10,11,0.0,10.6,80.0,28.8,Normal Temperature,2
95977,Chittagong,1997,10,12,0.0,10.6,76.0,28.6,Normal Temperature,2
95978,Chittagong,1997,10,13,0.0,10.5,79.0,28.6,Normal Temperature,2
95979,Chittagong,1997,10,14,0.0,10.6,80.0,27.8,Normal Temperature,2
95980,Chittagong,1997,10,15,0.0,10.0,78.0,27.5,Normal Temperature,2
95981,Chittagong,1997,10,16,0.0,7.3,81.0,26.7,Normal Temperature,2
95982,Chittagong,1997,10,17,0.0,10.6,78.0,27.6,Normal Temperature,2
95983,Chittagong,1997,10,18,0.0,9.9,78.0,27.4,Normal Temperature,2
95984,Chittagong,1997,10,19,0.0,10.4,79.0,27.3,Normal Temperature,2
95985,Chittagong,1997,10,20,0.0,5.3,78.0,27.2,Normal Temperature,2
95986,Chittagong,1997,10,21,0.0,9.8,78.0,27.2,Normal Temperature,2
95987,Chittagong,1997,10,22,0.0,9.7,78.0,27.3,Normal Temperature,2
95988,Chittagong,1997,10,23,0.0,7.6,78.0,26.9,Normal Temperature,2
95989,Chittagong,1997,10,24,0.0,6.0,81.0,27.4,Normal Temperature,2
95990,Chittagong,1997,10,25,0.0,5.0,82.0,27.0,Normal Temperature,2
95991,Chittagong,1997,10,26,0.0,10.4,76.0,26.8,Normal Temperature,2
95992,Chittagong,1997,10,27,0.0,11.1,70.0,26.4,Normal Temperature,2
95993,Chittagong,1997,10,28,0.0,10.6,75.0,26.0,Normal Temperature,2
95994,Chittagong,1997,10,29,0.0,5.8,73.0,26.1,Normal Temperature,2
95995,Chittagong,1997,10,30,0.0,1.4,81.0,26.1,Normal Temperature,2
95996,Chittagong,1997,10,31,0.0,9.2,75.0,26.9,Normal Temperature,2
95997,Chittagong,1997,11,1,0.0,10.8,76.0,27.2,Normal Temperature,2
95998,Chittagong,1997,11,2,0.0,11.1,75.0,26.4,Normal Temperature,2
95999,Chittagong,1997,11,3,0.0,11.1,70.0,25.9,Normal Temperature,2
96000,Chittagong,1997,11,4,0.0,8.7,78.0,26.2,Normal Temperature,2
